ID,postTime,nLike,prediction,probability
824398565,20191119-001802,2,bikini, 37.39553987979889
195740950,20191119-002758,3,French_horn, 43.72386634349823
20065524964,20191119-002757,1,traffic_light, 83.09348225593567
324171637,20191119-002757,6,swimming_trunks, 12.628090381622314
334665378,20191119-002731,8,acoustic_guitar, 99.65378046035767
18346988931,20191119-002727,1,plate, 54.13833260536194
24990551730,20191119-002727,3,medicine_chest, 40.34728407859802
2128635325,20191119-002722,3,syringe, 97.3334014415741
8761364577,20191119-002722,1,coffee_mug, 54.1023850440979
2985172711,20191119-002615,1,mitten, 60.329169034957886
622073721,20191119-002556,25,bottlecap, 99.53867793083191
7360501880,20191119-003139,1,fountain, 15.19458293914795
1179436130,20191119-002553,5,sunglass, 30.61264157295227
2156726908,20191119-002538,3,espresso, 44.45691406726837
2121894,20191119-002511,2,ashcan, 32.93762803077698
10361277179,20191119-002441,3,orange, 41.905006766319275
19003337592,20191119-002428,1,cup, 72.8644847869873
19450573232,20191119-002426,4,cup, 22.828564047813416
4255013667,20191119-002405,7,beer_glass, 39.14590775966644
45849384,20191119-002357,3,spatula, 53.33182215690613
33933088,20191119-002336,7,eggnog, 82.2372555732727
40645333,20191119-002309,11,pencil_box, 34.636494517326355
41132944,20191119-003020,1,Christmas_stocking, 74.71619844436646
12173022207,20191119-002307,6,vase, 43.17795932292938
6968476477,20191119-002223,4,wig, 7.67439678311348
3124176261,20191119-002215,2,comic_book, 75.73477029800415
13515039728,20191119-002210,5,beer_glass, 22.272032499313354
5504187240,20191119-002150,4,comic_book, 96.32007479667664
311135956,20191119-002143,20,seat_belt, 10.369814932346344
7592788108,20191119-002110,2,streetcar, 7.881537824869156
717926672,20191119-002049,1,book_jacket, 26.697391271591187
13925483497,20191119-002008,12,espresso, 33.64572823047638
4259174789,20191119-001941,5,carton, 27.02299654483795
242854464,20191119-003009,1,wig, 10.422591120004654
7411629018,20191119-001938,1,paper_towel, 9.354180097579956
300116516,20191119-001934,9,bubble, 34.48648452758789
334614147,20191119-001925,1,vestment, 30.414214730262756
939617788,20191119-001923,2,water_bottle, 36.69207692146301
195337696,20191119-001907,10,breastplate, 34.02203619480133
24843680348,20191119-001857,1,tray, 13.247378170490265
12736147097,20191119-001856,1,toy_poodle, 54.303133487701416
13602021127,20191119-001855,7,plastic_bag, 14.195232093334198
1490228671,20191119-001836,4,milk_can, 47.18348681926727
13982575797,20191119-001822,5,malinois, 50.33971667289734
1172806686,20191119-002947,4,cup, 67.21640825271606
505450050,20191119-001453,47,shower_curtain, 35.487815737724304
8426104830,20191118-233934,10,stone_wall, 77.90390253067017
8376911842,20191118-123640,36,trifle, 82.5989842414856
210302732,20191106-145526,54,confectionery, 41.39329195022583
1233316703,20181220-123911,167,ice_cream, 61.928051710128784
1233316703,20181218-101115,107,packet, 97.84818291664124
3623015925,20191119-002932,3,coffee_mug, 25.885340571403503
1600023806,20191119-002900,2,trifle, 49.175140261650085
46917796,20191119-002851,1,pill_bottle, 66.61609411239624
5578553800,20191119-002845,1,bucket, 22.10525870323181
8118739236,20191119-002826,2,goblet, 24.915416538715363
1082055889,20191119-031741,1,stupa, 12.975265085697174
11384442979,20191119-023900,1,coffee_mug, 35.832685232162476
12007084935,20191119-010228,11,swing, 48.17305505275726
1364253540,20191119-070940,1,eggnog, 85.48124432563782
13708955013,20191119-030546,37,dial_telephone, 10.982581228017807
1428645911,20191119-033133,101,coffee_mug, 35.63227653503418
15454331692,20191119-014909,3,fountain, 54.968881607055664
1579695237,20191119-063242,2,tray, 11.987842619419098
18597235281,20191119-012218,6,hair_slide, 21.002691984176636
18902815913,20191119-064418,2,notebook, 56.78396821022034
20299063209,20191119-075452,2,jigsaw_puzzle, 28.625407814979553
2041370996,20191119-061708,3,tray, 41.44267737865448
21513691863,20191119-013404,3,web_site, 81.00429773330688
24980646778,20191119-034511,5,sunglass, 16.447335481643677
263185476,20191119-043731,1,measuring_cup, 53.2120943069458
270560518,20191119-025003,41,plate, 60.10792851448059
2929425237,20191119-003955,1,neck_brace, 83.73913168907166
2968065765,20191119-042315,4,ice_cream, 41.76720976829529
3041997128,20191119-011202,1,coffee_mug, 41.323354840278625
3244720285,20191119-073215,8,saltshaker, 38.711732625961304
3292537328,20191119-051405,3,plate, 92.74288415908813
330109974,20191119-044912,1,ice_cream, 40.40876030921936
3407370287,20191119-055125,3,cup, 61.27813458442688
3711940798,20191119-080327,7,wig, 47.3934143781662
3988798896,20191119-005100,4,ice_cream, 38.88717591762543
4004273245,20191119-041000,2,web_site, 32.295310497283936
4116963316,20191119-081612,20,perfume, 86.54865622520447
420613253,20191119-071923,3,sundial, 45.06670832633972
4242043202,20191119-052605,1,ashcan, 32.55346119403839
5666871579,20191119-035630,1,ice_cream, 49.085840582847595
5757737405,20191119-065653,1,whistle, 15.448486804962158
6429119774,20191119-060619,1,beaker, 36.59540414810181
6592477,20191119-021449,1,trifle, 59.60734486579895
6733952205,20191119-053910,1,puck, 48.60251843929291
6855243078,20191119-020105,4,milk_can, 21.5830460190773
809846494,20191119-022603,1,wallet, 40.74139595031738
8599280306,20191119-050216,6,book_jacket, 47.06062376499176
8739449714,20191119-074131,1,pop_bottle, 55.444157123565674
1018755875,20191119-051310,1,Christmas_stocking, 80.85213303565979
10378430825,20191119-013322,1,lighter, 36.15947663784027
10910788205,20191119-081550,2,lotion, 29.967740178108215
11188215945,20191119-042304,4,bucket, 40.094053745269775
1187015,20191119-022559,2,German_shepherd, 4.3793510645627975
1199957152,20191119-023739,6,barbell, 97.02678918838501
1271034691,20191119-075421,6,ice_cream, 30.546775460243225
12879711185,20191119-070909,2,beer_glass, 40.362170338630676
1314874941,20191119-073213,3,sombrero, 16.895291209220886
1449264645,20191119-040928,4,window_shade, 15.35298079252243
14513679276,20191119-053859,2,candle, 49.61463212966919
17694597690,20191119-021448,1,ear, 24.16434735059738
18053461328,20191119-003947,7,television, 21.880504488945007
1931218099,20191119-005056,1,mountain_bike, 57.915401458740234
2053329295,20191119-071911,2,candle, 97.45402932167053
21485174972,20191119-074046,2,web_site, 78.50236892700195
21814969887,20191119-060517,6,picket_fence, 18.79083812236786
2324766353,20191119-034508,1,perfume, 50.881367921829224
23364118421,20191119-080307,1,mortar, 13.410544395446777
25042641330,20191119-061642,2,ashcan, 20.01827210187912
282490247,20191119-044903,1,water_jug, 15.516509115695953
2929156989,20191119-024916,1,drilling_platform, 36.185163259506226
298417341,20191119-065623,14,handkerchief, 16.56566560268402
32142467,20191119-052546,1,pill_bottle, 56.86070919036865
32290766,20191119-031714,8,sock, 41.00104868412018
327550579,20191119-011202,6,bagel, 80.67335486412048
358608932,20191119-020102,8,jean, 21.082353591918945
4063007141,20191119-014900,1,punching_bag, 29.030466079711914
464616561,20191119-033127,28,remote_control, 22.77691811323166
5487799367,20191119-064404,1,punching_bag, 35.31976640224457
5611766227,20191119-043658,1,pop_bottle, 17.142125964164734
6096840633,20191119-063240,1,packet, 29.370468854904175
611273173,20191119-050151,2,pug, 19.469094276428223
618731561,20191119-010214,4,cowboy_boot, 33.85161757469177
6380879,20191119-012217,6,Loafer, 31.423106789588928
777924257,20191119-055123,4,teddy, 79.2327880859375
8050132507,20191119-035622,2,chocolate_sauce, 46.7598557472229
8460861509,20191119-030500,1,packet, 53.8327693939209
10910788205,20191119-081507,1,coffee_mug, 57.67691135406494
1197865852,20191119-042302,5,jean, 37.65581548213959
12771583680,20191119-013319,7,military_uniform, 33.30065906047821
1431393535,20191119-061637,1,plunger, 29.777774214744568
15380998958,20191119-012204,1,plate_rack, 40.5474990606308
1577610850,20191119-030424,1,trifle, 54.06273007392883
1593969438,20191119-020051,2,tobacco_shop, 41.28299057483673
193785736,20191119-060512,9,stage, 34.60666835308075
1986231,20191119-064359,1,web_site, 24.700424075126648
241907144,20191119-055049,1,throne, 49.95906054973602
24639014,20191119-005022,3,book_jacket, 39.87624645233154
247463,20191119-040915,2,web_site, 25.186040997505188
24800733674,20191119-065609,2,sock, 21.758413314819336
27673656,20191119-075358,2,shoe_shop, 17.993125319480896
282490247,20191119-044853,1,cocktail_shaker, 32.14402794837952
286761870,20191119-033117,3,coffee_mug, 28.728070855140686
2972644218,20191119-024855,2,pot, 42.13263690471649
2996681246,20191119-074043,3,milk_can, 24.711616337299347
39692061,20191119-043629,1,web_site, 98.17855954170227
402770250,20191119-073110,7,espresso, 33.56660306453705
4151948120,20191119-070845,2,coffee_mug, 17.657436430454254
4245508128,20191119-071904,2,water_bottle, 80.56548237800598
4284544544,20191119-052540,2,Pekinese, 47.044920921325684
4760920626,20191119-003947,2,hotdog, 45.53278982639313
5385152616,20191119-050145,1,prison, 12.692692875862122
5438731812,20191119-051302,15,jean, 22.207510471343994
5624618058,20191119-034452,1,menu, 13.617826998233795
5763899482,20191119-010214,4,bucket, 32.94401168823242
5857729803,20191119-035617,2,eggnog, 64.97616767883301
590732524,20191119-031704,2,punching_bag, 98.31750988960266
6347306874,20191119-014853,1,purse, 33.74132812023163
6968854424,20191119-080254,5,cinema, 26.261168718338013
7816999532,20191119-063202,1,ice_cream, 52.40486264228821
7879719373,20191119-053856,1,meat_loaf, 42.5455242395401
789875,20191119-023733,1,coffee_mug, 47.231367230415344
8143798566,20191119-022535,7,vending_machine, 36.0759437084198
8440979855,20191119-021430,2,ice_cream, 39.23356831073761
8529380891,20191119-011157,2,eggnog, 78.17935943603516
12181333747,20191119-040858,2,bucket, 24.981792271137238
14326584387,20191119-035554,1,golf_ball, 17.463219165802002
1435496088,20191119-011147,10,mask, 42.156362533569336
1469208601,20191119-021428,1,ice_cream, 47.379666566848755
18041328,20191119-080249,1,gong, 13.71370255947113
18521447,20191119-010139,1,cab, 31.48060142993927
19047705493,20191119-044852,3,coffee_mug, 53.24215888977051
1986590251,20191119-013246,2,soccer_ball, 99.99494552612305
2060822913,20191119-051247,2,holster, 60.413527488708496
2088609514,20191119-020045,1,espresso, 37.57151961326599
21370067918,20191119-060450,11,chocolate_sauce, 37.70763576030731
22646336268,20191119-055048,2,collie, 98.9165723323822
23126032939,20191119-065601,4,wine_bottle, 56.3725471496582
24089593697,20191119-052532,8,eggnog, 35.090816020965576
24801480431,20191119-070839,5,mortarboard, 6.050859019160271
2493947236,20191119-042243,1,book_jacket, 83.57163071632385
2531624414,20191119-031620,10,Christmas_stocking, 64.25312757492065
261378332,20191119-061620,1,hair_slide, 81.29587769508362
3123222548,20191119-005019,4,saltshaker, 37.981340289115906
3136541542,20191119-064340,2,Christmas_stocking, 26.740950345993042
32343170,20191119-023658,2,altar, 10.347209125757217
335537860,20191119-081438,1,ice_cream, 81.12236261367798
3985514032,20191119-034404,1,envelope, 48.08797538280487
4055007652,20191119-075330,6,mushroom, 8.229875564575195
4063007141,20191119-014853,1,water_bottle, 14.561404287815094
4483507565,20191119-022503,2,espresso, 99.2729127407074
4678810701,20191119-030358,1,coffee_mug, 94.3892240524292
50611890,20191119-003922,3,bucket, 56.43756985664368
5330433715,20191119-024851,11,Christmas_stocking, 29.975810647010803
542330192,20191119-073106,1,jigsaw_puzzle, 43.73467564582825
5518321885,20191119-063155,2,coffee_mug, 40.19463360309601
6234221832,20191119-033108,1,ski_mask, 22.272060811519623
6337819954,20191119-074031,1,envelope, 46.144723892211914
8147766455,20191119-012202,5,cup, 40.08602201938629
8244264101,20191119-043613,1,eggnog, 28.25651466846466
8459265128,20191119-053850,1,barbershop, 38.93027603626251
9622665482,20191119-050126,1,Band_Aid, 17.092441022396088
9695244129,20191119-071827,1,vase, 44.178506731987
10909918,20191119-060441,1,consomme, 14.912793040275574
1118647412,20191119-034330,3,consomme, 37.78488039970398
11545305754,20191119-063135,1,pizza, 97.96839952468872
1280934813,20191119-033059,1,dome, 25.277239084243774
13121572810,20191119-011144,5,trifle, 75.13408660888672
1377755327,20191119-061612,11,packet, 73.48141074180603
14385937,20191119-005011,1,Christmas_stocking, 40.791550278663635
14946792245,20191119-024842,5,corn, 16.524676978588104
15292876621,20191119-012156,4,trolleybus, 40.63918888568878
15454331692,20191119-020038,2,fountain, 19.394774734973907
15454331692,20191119-022423,3,lakeside, 44.82133090496063
1613904269,20191119-052529,1,soup_bowl, 50.6628692150116
1783291740,20191119-051239,2,switch, 26.593586802482605
192837539,20191119-013233,2,syringe, 56.55399560928345
1934962406,20191119-065539,7,eggnog, 68.77418756484985
20331688280,20191119-014851,1,syringe, 12.57311999797821
2044534166,20191119-064321,4,espresso, 70.23499608039856
21741615278,20191119-030347,2,perfume, 49.87033307552338
239653,20191119-075325,1,ice_cream, 18.678487837314606
24029548,20191119-071826,1,trifle, 58.7125301361084
24767153146,20191119-040857,2,padlock, 69.46333646774292
24767153146,20191119-042229,1,Christmas_stocking, 21.276859939098358
27760713,20191119-044836,9,water_bottle, 28.44371199607849
2957339406,20191119-073036,2,Christmas_stocking, 57.95290470123291
3085418119,20191119-021421,1,restaurant, 42.97436773777008
3227953809,20191119-053841,1,eggnog, 49.82311427593231
3265919823,20191119-035548,2,eggnog, 51.20722055435181
32882439,20191119-074016,1,Christmas_stocking, 48.807933926582336
41165800,20191119-055007,2,vending_machine, 59.099459648132324
4453919062,20191119-080235,6,binder, 37.63914108276367
4759053149,20191119-043554,2,basenji, 52.838295698165894
5965140968,20191119-010133,5,espresso, 73.86918067932129
640891975,20191119-050110,1,bagel, 53.038930892944336
6827379323,20191119-081436,4,sombrero, 92.39615201950073
8009776944,20191119-023644,11,sunglasses, 59.52679514884949
8242112292,20191119-070837,9,chain, 84.27820801734924
883257,20191119-003856,1,window_shade, 7.991616427898407
8986461463,20191119-031546,5,thimble, 41.214337944984436
1017759298,20191119-020025,2,mailbag, 11.578121036291122
11696599,20191119-044755,1,tray, 15.433484315872192
1411927046,20191119-060439,5,Christmas_stocking, 20.624269545078278
14254648241,20191119-051228,1,lighter, 32.79690444469452
1441382740,20191119-061559,6,packet, 31.495407223701477
1480890474,20191119-035443,8,unicycle, 33.8583767414093
1524624434,20191119-065410,2,restaurant, 27.03767418861389
1575724140,20191119-034327,5,carton, 52.59622931480408
1636154175,20191119-033014,1,wallet, 31.00803792476654
187001372,20191119-040831,1,packet, 48.22095036506653
198756487,20191119-073944,3,flute, 38.83381485939026
1993949218,20191119-081434,2,torch, 8.437025547027588
20299063209,20191119-052507,1,water_jug, 49.660199880599976
204116549,20191119-013208,1,wool, 10.02332717180252
21646604668,20191119-043513,1,ice_cream, 92.36963987350464
2223669234,20191119-073035,1,Dutch_oven, 79.27168607711792
22571805339,20191119-023635,4,French_bulldog, 99.82274174690247
233222235,20191119-080209,5,Band_Aid, 98.34739565849304
25210149836,20191119-071825,1,beaker, 18.359534442424774
25355867,20191119-011130,3,coffee_mug, 31.84409737586975
259399273,20191119-014821,7,cup, 43.089744448661804
26653902,20191119-022400,2,cup, 23.71342182159424
2964386161,20191119-053836,19,cash_machine, 57.289278507232666
3075461577,20191119-003855,3,measuring_cup, 24.325884878635406
375262561,20191119-004914,1,Christmas_stocking, 41.53089225292206
3965724941,20191119-064258,1,bookshop, 30.43874502182007
4029195793,20191119-024826,2,hotdog, 96.57533764839172
40575176,20191119-050042,1,trifle, 31.268534064292908
52784866,20191119-030332,2,packet, 65.55987000465393
5408803142,20191119-070743,2,hamper, 70.56952118873596
5458894750,20191119-021353,2,web_site, 50.1198410987854
5713804166,20191119-042228,2,jean, 69.9629545211792
5769694229,20191119-075320,6,shower_cap, 49.001139402389526
5935643817,20191119-063135,6,jean, 19.984067976474762
6094526814,20191119-010132,2,apron, 26.44272744655609
8150896091,20191119-012131,2,candle, 78.78934144973755
9217312791,20191119-031535,26,espresso, 89.97560143470764
9395840974,20191119-055005,53,sandal, 33.59835743904114
10736868160,20191119-051225,1,mouse, 38.42286765575409
11837806577,20191119-073020,2,trifle, 46.68019711971283
1215948168,20191119-044740,1,laptop, 70.26628255844116
12364728276,20191119-081349,1,purse, 94.03945207595825
12895751951,20191119-065407,7,matchstick, 63.767510652542114
1444746751,20191119-050042,13,seat_belt, 24.907363951206207
1455621287,20191119-034318,2,stopwatch, 99.80467557907104
1560284346,20191119-073925,4,coffee_mug, 56.94849491119385
1595291650,20191119-022352,6,beer_glass, 17.01519936323166
1797866465,20191119-021321,1,jigsaw_puzzle, 32.432621717453
1819186899,20191119-031524,2,refrigerator, 26.891562342643738
188262895,20191119-004911,6,water_bottle, 15.724769234657288
20077222645,20191119-061539,3,desk, 48.53074848651886
2132262403,20191119-071731,4,lakeside, 31.751608848571777
21423512895,20191119-060438,1,sweatshirt, 25.43272376060486
2266899755,20191119-012009,1,hotdog, 50.31977295875549
2388994605,20191119-033001,10,hamper, 41.60235524177551
24067145,20191119-053811,1,water_bottle, 49.11767244338989
24853321543,20191119-003825,1,eggnog, 70.88897824287415
249954911,20191119-011128,1,cup, 36.42906844615936
25021930070,20191119-024815,4,bath_towel, 28.399059176445007
3538660673,20191119-013205,2,water_bottle, 46.508097648620605
3661438510,20191119-043501,5,cup, 29.41754162311554
3914148000,20191119-023633,1,barbershop, 69.25669312477112
4181261486,20191119-035402,3,paper_towel, 19.231747090816498
430215831,20191119-042125,2,eggnog, 88.22123408317566
43419217,20191119-010130,9,kimono, 42.27729141712189
4542441028,20191119-063122,2,Christmas_stocking, 23.43985140323639
49415526,20191119-064252,3,gas_pump, 8.284574002027512
5851948989,20191119-014820,7,desk, 33.45744013786316
5961315784,20191119-054953,3,candle, 51.98541879653931
6120347949,20191119-070735,2,theater_curtain, 62.84729242324829
6234221832,20191119-075309,2,vending_machine, 11.114142835140228
7059804477,20191119-030332,4,bakery, 24.990856647491455
8600742296,20191119-020021,2,purse, 23.686125874519348
8616766550,20191119-052408,1,shower_cap, 78.36620807647705
9167803373,20191119-040754,41,groom, 32.71408677101135
9698923646,20191119-080151,1,perfume, 95.83463668823242
10910788205,20191119-043459,1,coffee_mug, 96.7150092124939
11335005473,20191119-075301,1,harp, 5.520936474204063
1165931103,20191119-024747,5,tray, 17.46847629547119
11693944438,20191119-052407,1,Christmas_stocking, 92.77852177619934
1253883464,20191119-022348,1,laptop, 93.3459460735321
13098015261,20191119-023616,3,candle, 59.58869457244873
1344578798,20191119-020021,4,bucket, 20.059959590435028
14251760729,20191119-034307,5,stopwatch, 13.270053267478943
1430833657,20191119-042124,1,stole, 10.12367233633995
1684224087,20191119-035347,1,library, 35.22893488407135
2032774040,20191119-081334,1,stupa, 64.67710733413696
2072645760,20191119-011020,2,Pekinese, 53.57470512390137
21683541865,20191119-014758,1,chocolate_sauce, 46.85302674770355
2286213503,20191119-080108,4,envelope, 62.47075796127319
2298099353,20191119-010124,2,French_bulldog, 42.00080335140228
23835532121,20191119-061502,8,breastplate, 24.393804371356964
261378332,20191119-063059,4,wig, 86.64793968200684
274950943,20191119-031511,12,groom, 33.57938528060913
30646145,20191119-003816,2,traffic_light, 87.47119307518005
346189227,20191119-060429,10,stupa, 82.82235264778137
3601618601,20191119-030321,3,bakery, 66.76949858665466
3955267,20191119-040744,1,bucket, 29.310709238052368
4246593763,20191119-050009,5,vase, 56.86897039413452
429743608,20191119-021311,4,miniskirt, 56.98431730270386
4844414300,20191119-070659,2,Christmas_stocking, 32.37733840942383
521915080,20191119-071706,1,menu, 42.10900962352753
525384774,20191119-011955,8,traffic_light, 73.93746972084045
5416994612,20191119-032956,3,wig, 27.349960803985596
55367954,20191119-004906,1,sunglass, 22.969791293144226
5972059592,20191119-054952,3,toyshop, 31.687048077583313
6264590631,20191119-013157,12,bikini, 48.57219159603119
7088110297,20191119-051154,1,envelope, 66.40568971633911
7911293800,20191119-064249,1,suspension_bridge, 81.1096727848053
8005724038,20191119-065355,7,stole, 91.30988121032715
8074888631,20191119-044730,2,comic_book, 15.682168304920197
8291856027,20191119-073017,2,trifle, 19.49683427810669
8296075849,20191119-053729,3,ice_cream, 52.157604694366455
9061782192,20191119-073917,6,trifle, 52.92104482650757
10116152925,20191119-035323,62,cinema, 67.47504472732544
10910788205,20191119-081330,1,coffee_mug, 91.49148464202881
12269218727,20191119-021256,1,coffee_mug, 19.00647282600403
1233823373,20191119-065349,37,plate, 31.815174221992493
14278632109,20191119-020019,2,piggy_bank, 21.463769674301147
1582068696,20191119-071635,5,shoe_shop, 42.798349261283875
176371276,20191119-072947,1,ice_cream, 12.731118500232697
1926700821,20191119-011935,8,pot, 40.211015939712524
2001105929,20191119-044543,2,trifle, 42.659175395965576
20479450,20191119-004858,1,pole, 22.90663570165634
21216038494,20191119-051153,2,jeep, 32.35011696815491
21242351453,20191119-080107,3,plate, 11.921575665473938
2234350863,20191119-070646,1,coffee_mug, 97.51942157745361
22743952560,20191119-034250,2,restaurant, 30.243363976478577
2295541411,20191119-045952,13,hotdog, 22.426755726337433
23347948509,20191119-040734,1,Christmas_stocking, 32.34058320522308
23813105938,20191119-032851,1,padlock, 91.22743606567383
24767153146,20191119-042002,1,Band_Aid, 18.358798325061798
24883829,20191119-014750,9,cowboy_boot, 22.083261609077454
25216219355,20191119-003748,1,bakery, 22.88430780172348
25862293,20191119-075258,3,groom, 27.335920929908752
27228018,20191119-011002,1,pickup, 45.27944624423981
3237653948,20191119-052358,1,Christmas_stocking, 68.66450905799866
4069209017,20191119-061421,1,trifle, 54.474496841430664
4220316746,20191119-064234,1,coffee_mug, 23.49667400121689
4224880458,20191119-054920,4,pay-phone, 70.95062136650085
5460007868,20191119-053728,1,monastery, 33.479008078575134
5588839653,20191119-030231,42,pajama, 26.97330117225647
5689991189,20191119-031504,4,ballpoint, 25.511717796325684
5702385419,20191119-063051,6,eggnog, 35.99569797515869
600120015,20191119-060407,11,toilet_tissue, 10.976941138505936
6765713735,20191119-023611,3,seat_belt, 41.867393255233765
7001213634,20191119-043455,1,maraca, 47.97426462173462
7043102703,20191119-024724,2,mailbag, 51.77918076515198
7553290754,20191119-073913,1,Christmas_stocking, 29.472458362579346
8491369406,20191119-013157,1,lampshade, 20.790140330791473
8967260563,20191119-022330,6,teddy, 72.34921455383301
975795472,20191119-010119,51,bonnet, 29.27291989326477
10194833541,20191119-051112,2,confectionery, 31.17651343345642
10920462200,20191119-061320,2,flute, 43.77405047416687
1130479,20191119-043434,1,stage, 6.919077783823013
137038,20191119-075257,4,menu, 68.63631010055542
1411635773,20191119-032824,3,ice_cream, 20.69334387779236
15029407108,20191119-052340,13,abaya, 29.81385588645935
15454331692,20191119-021249,1,cuirass, 35.20784676074982
16493691210,20191119-063049,2,hotdog, 74.6927797794342
1707492717,20191119-011934,2,web_site, 22.027873992919922
1753246358,20191119-031502,4,espresso, 90.9883201122284
1786118,20191119-072925,1,candle, 20.155155658721924
18246830374,20191119-003724,2,Christmas_stocking, 20.765094459056854
1946400764,20191119-064228,11,wood_rabbit, 34.09230411052704
2006751149,20191119-034219,1,vase, 59.29827690124512
2044975059,20191119-054854,1,ice_cream, 34.01583433151245
2060822913,20191119-060341,2,Persian_cat, 92.0390784740448
2089314630,20191119-035306,1,purse, 22.112661600112915
21917325883,20191119-081318,1,bakery, 25.85511803627014
23839555517,20191119-053721,7,desk, 24.08464252948761
24632490481,20191119-010059,5,beer_glass, 71.35589718818665
24764616707,20191119-010948,1,golf_ball, 37.55908906459808
2602716882,20191119-024702,2,measuring_cup, 51.556575298309326
266300785,20191119-044532,5,scoreboard, 51.5303909778595
266300785,20191119-073912,2,bakery, 41.51729345321655
3282121829,20191119-020017,2,purse, 21.710720658302307
328994355,20191119-030214,4,fur_coat, 49.45648908615112
329397011,20191119-023528,2,ski_mask, 17.127859592437744
33868594,20191119-004842,1,Christmas_stocking, 49.61560666561127
3482654845,20191119-041959,1,trifle, 85.48612594604492
3546859271,20191119-045923,5,ashcan, 43.0148184299469
4268960666,20191119-071630,10,coffee_mug, 18.299394845962524
5363929612,20191119-040728,3,palace, 61.09808087348938
5896542587,20191119-022326,270,abaya, 14.451935887336731
7000457416,20191119-065340,1,menu, 27.95863151550293
8757279619,20191119-080103,3,beagle, 49.12354052066803
8892325103,20191119-013156,6,thimble, 34.873220324516296
9041038241,20191119-070637,2,vase, 43.2917594909668
9601292878,20191119-014735,2,candle, 15.868346393108368
1026016025,20191119-011503,1,abaya, 32.357409596443176
10910788205,20191119-043933,1,coffee_mug, 86.4913821220398
1358839164,20191119-034708,11,cardigan, 16.048650443553925
1420509618,20191119-021730,1,cup, 94.63571310043335
1687417501,20191119-071254,1,toy_poodle, 94.06249523162842
1747473225,20191119-051651,1,eggnog, 20.940354466438293
1777951555,20191119-055637,1,espresso, 96.06962203979492
1819186899,20191119-032143,1,perfume, 7.031878083944321
19418714,20191119-022858,3,marimba, 41.63980185985565
198891367,20191119-074525,2,comic_book, 70.87156772613525
2000667430,20191119-042640,2,tabby, 79.49003577232361
21246790713,20191119-024217,11,seat_belt, 56.23205304145813
21651131648,20191119-072332,2,chocolate_sauce, 86.07141375541687
2190053259,20191119-073508,5,chainlink_fence, 13.659337162971497
2248572583,20191119-054408,4,cocktail_shaker, 16.10076278448105
23639787243,20191119-081854,2,cellular_telephone, 81.33830428123474
250800740,20191119-005313,2,suit, 17.47487336397171
28917097,20191119-015040,1,wine_bottle, 37.919774651527405
2952508909,20191119-060848,1,safety_pin, 44.17415261268616
